Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
54,"M Scheumann, A Rabesandratana, ...","Predation, communication, and cognition in lemurs",2007,"Primate anti-predator …","Springer","https://link.springer.com/chapter/10.1007/978-0-387-34810-0_5","https://scholar.google.com/scholar?cites=10398426251935776365&as_sdt=2005&sciodt=0,5&hl=en",324,"2022-06-03 12:54:03","","10.1007/978-0-387-34810-0_5","","",,,,,54,3.60,18,3,15,"… In a confrontation experiment 24 gray mouse lemurs (Microcebus murinus) were placed next to a cage containing the predator Mirza coquereli, a non-predatory rodent (Eliurus myoxinus…","","https://scholar.google.com/scholar?q=related:bX66OZWhTpAJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
4,"MC Granatosky, A Fitzsimons","Is all quadrupedalism the same? Form-function relationships in behaviorally distinct Asian colobines",2017,"Vietnamese Journal of Primatology","primate-sg.org","http://www.primate-sg.org/storage/pdf/VJP_2_5_pp59-72.pdf","https://scholar.google.com/scholar?cites=16337512537660660291&as_sdt=2005&sciodt=0,5&hl=en",325,"2022-06-03 12:54:03","PDF","","","",,,,,4,0.80,2,2,5,"… locomotion in Propithecus coquereli, a … coquereli displayed locomotor patterns that were very similar to what was observed in other arboreal lemurs. The finding that P. coquereli adopts …","http://www.primate-sg.org/storage/pdf/VJP_2_5_pp59-72.pdf","https://scholar.google.com/scholar?q=related:QxrB2BeBuuIJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
5,"TD Smith, MN Muchlinski, WR Bucher, ...","Relative tooth size at birth in primates: Life history correlates",2017,"American journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ajpa.23302","https://scholar.google.com/scholar?cites=15887360976884618294&as_sdt=2005&sciodt=0,5&hl=en",326,"2022-06-03 12:54:03","","10.1002/ajpa.23302","","",,,,,5,1.00,1,4,5,"… For example, the folivorous Propithecus coquereli has a relatively large M1 for CL, but a relatively small dp4 volume. Conversely, in Hapalemur griseus dp4 volume is higher than in any …","https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6092029/","https://scholar.google.com/scholar?q=related:NlScNaI-e9wJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"C Miles","Category: Madagascar",,"thewanderingmiles.wordpress.com","","https://thewanderingmiles.wordpress.com/category/madagascar/","",327,"2022-06-03 12:54:03","HTML","","","",,,,,0,0.00,0,1,,"We arrived in Diego Suarez in the evening after a very comfortable 4X4 ride from the port of Ankify, stopping at the Red Tsingy on the way. We were dropped off in front of a small …","https://thewanderingmiles.wordpress.com/category/madagascar/","https://scholar.google.com/scholar?q=related:P-ZfkHZuO1EJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
16,"D Pin","Non-dermatophyte dermatoses mimicking dermatophytoses in animals",2021,"Dermatophytes and Dermatophytoses","Springer","https://link.springer.com/chapter/10.1007/978-3-030-67421-2_6","https://scholar.google.com/scholar?cites=5627103668601731445&as_sdt=2005&sciodt=0,5&hl=en",328,"2022-06-03 12:54:03","","10.1007/978-3-030-67421-2_6","","",,,,,16,16.00,16,1,1,"… mentagrophytes has been diagnosed in a Coquerel’s sifaka (Propithecus coquereli) and in Capuchin monkeys (Cebus nigrivitatus) characterized by crusting and alopecia of the skin of …","","https://scholar.google.com/scholar?q=related:dblNEfl8F04J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
265,"SL Washburn","Social life of early man",2013,"","taylorfrancis.com","https://www.taylorfrancis.com/books/mono/10.4324/9781315017761/social-life-early-man-washburn","https://scholar.google.com/scholar?cites=5663017537043624686&as_sdt=2005&sciodt=0,5&hl=en",329,"2022-06-03 12:54:03","BOOK","10.4324/9781315017761","","",,,,,265,29.44,265,1,9,"… The sifakas (Propithecus) generally live in family groups … of twenty-eight groups of Propithecus verreauxi coquereli … Among Propithecus verreauxi verreauxi, the three groups counted by …","","https://scholar.google.com/scholar?q=related:7vJKLHIUl04J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"C Miles","Tag: Madagascar",,"thewanderingmiles.wordpress.com","","https://thewanderingmiles.wordpress.com/tag/madagascar/","",330,"2022-06-03 12:54:03","HTML","","","",,,,,0,0.00,0,1,,"We arrived in Diego Suarez in the evening after a very comfortable 4X4 ride from the port of Ankify, stopping at the Red Tsingy on the way. We were dropped off in front of a small …","https://thewanderingmiles.wordpress.com/tag/madagascar/","https://scholar.google.com/scholar?q=related:8NW9tXDcdoQJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
116,"C Gilbert, DG Maxfield, SM Goodman, ...","Parallel germline infiltration of a lentivirus in two Malagasy lemurs",2009,"PLoS genetics","journals.plos.org","https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1000425","https://scholar.google.com/scholar?cites=11572614611321105763&as_sdt=2005&sciodt=0,5&hl=en",331,"2022-06-03 12:54:03","HTML","","","",,,,,116,8.92,29,4,13,"… PCR validation of the absence of pSIV in Mirza coquereli. The first nine lanes show PCR … griseorufus but none in Mirza coquereli. As a positive control for M. coquereli, we used the …","https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1000425","https://scholar.google.com/scholar?q=related:Yy1KtqwvmqAJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
54,"DK Brockman, PL Whitten, E Russell, ...","Application of fecal steroid techniques to the reproductive endocrinology of female verreaux's Sifaka (Propithecus verreauxi)",1995,"American Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ajp.1350360406","https://scholar.google.com/scholar?cites=4183287890960608898&as_sdt=2005&sciodt=0,5&hl=en",332,"2022-06-03 12:54:03","","10.1002/ajp.1350360406","","",,,,,54,2.00,14,4,27,"… Kubzdela, KS; Richard, AF; Pereira, ME Social relations in semi-free-ranging sifakas (Propithecus uerreauxi coquereli) and the question of female dominance. AMERICAN JOURNAL …","https://essagro.mg/beza_mahafaly/wp-content/uploads/2015/01/Brockman-et-al-1995.pdf","https://scholar.google.com/scholar?q=related:gm7mPSwGDjoJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
8,"KA Congdon, MJ Ravosa","Get a grip: substrate orientation and digital grasping pressures in Strepsirrhines",2016,"Folia Primatologica","karger.com","https://www.karger.com/Article/Abstract/450641","https://scholar.google.com/scholar?cites=3272448259418661140&as_sdt=2005&sciodt=0,5&hl=en",333,"2022-06-03 12:54:03","","","","",,,,,8,1.33,4,2,6,"… coquereli and 12 out of 15 were nonsignificant for V. rubra. There is support for this … With regard to our sample, the larger-bodied taxa Varecia and Propithecus more commonly engaged …","https://www.academia.edu/download/51826279/Congdon_and_Ravosa_2016.pdf","https://scholar.google.com/scholar?q=related:FKF-kFoSai0J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
106,"A Jolly","Pair-bonding, female aggression and the evolution of lemur societies",1998,"Folia Primatologica","karger.com","https://www.karger.com/Article/Abstract/52693","https://scholar.google.com/scholar?cites=6911435057051598447&as_sdt=2005&sciodt=0,5&hl=en",334,"2022-06-03 12:54:03","","","","",,,,,106,4.42,106,1,24,"… The best-known female-bonded societies, those of Lemur catta, Propithecus diadema edwardsi and Propithecus verreauxi, may be assemblages of mother-daughter dyads, capable of …","","https://scholar.google.com/scholar?q=related:b_6955BZ6l8J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
11,"U Radespiel, H Raveloson","Preliminary study on the lemur communities at three sites of dry deciduous forest in the Réserve Naturelle d'Ankarafantsika",2001,"Lemur News","dpz.eu","https://www.dpz.eu/fileadmin/content/Bibliothek/Downloads/Lemur_News/Lemur%20News%206%20(2001).pdf#page=24","https://scholar.google.com/scholar?cites=8062588756336585793&as_sdt=2005&sciodt=0,5&hl=en",335,"2022-06-03 12:54:03","PDF","","","",,,,,11,0.52,6,2,21,"… fulvus, Eulemur mongoz) and one diurnal (Propithecus verreauxi coquereli) lemur species are known from Ampijoroa and other parts of the reserve (Schmid and Rasoloarison 1997; CI …","https://www.dpz.eu/fileadmin/content/Bibliothek/Downloads/Lemur_News/Lemur%20News%206%20(2001).pdf#page=24","https://scholar.google.com/scholar?q=related:QSyAp8ER5G8J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
51,"C Fichtel, CP Van Schaik","Semantic Differences in Sifaka (Propithecus verreauxi) Alarm Calls: A Reflection of Genetic or Cultural Variants?",2006,"Ethology","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0310.2006.01239.x","https://scholar.google.com/scholar?cites=12106908417908016012&as_sdt=2005&sciodt=0,5&hl=en",336,"2022-06-03 12:54:03","","10.1111/j.1439-0310.2006.01239.x","","",,,,,51,3.19,26,2,16,"In this study, we compared the usage of alarm calls and anti‐predator strategies between a captive and a wild lemur population. The wild lemur population was studied earlier in …","","https://scholar.google.com/scholar?q=related:jAOYmQ9hBKgJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
172,"A Zahedi, A Paparini, F Jian, I Robertson, ...","Public health significance of zoonotic Cryptosporidium species in wildlife: critical insights into better drinking water management",2016,"International Journal for …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2213224415300262","https://scholar.google.com/scholar?cites=6698373281568552472&as_sdt=2005&sciodt=0,5&hl=en",337,"2022-06-03 12:54:03","HTML","","","",,,,,172,28.67,34,5,6,"Cryptosporidium is an enteric parasite that is transmitted via the faecal–oral route, water and food. Humans, wildlife and domestic livestock all potentially contribute Cryptosporidium to …","https://www.sciencedirect.com/science/article/pii/S2213224415300262","https://scholar.google.com/scholar?q=related:GHbclAJn9VwJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
9,"D Spaan, G Ramos-Fernández, CM Schaffner, ...","How survey design affects monkey counts: a case study on individually recognized spider monkeys (Ateles geoffroyi)",2017,"Folia …","karger.com","https://www.karger.com/Article/Abstract/481796","https://scholar.google.com/scholar?cites=10767848226809704225&as_sdt=2005&sciodt=0,5&hl=en",338,"2022-06-03 12:54:03","","","","",,,,,9,1.80,2,4,5,"The fast movement and high degree of fission-fusion dynamics of spider monkeys (Ateles spp.) make them notoriously difficult to survey. We examined which aspects of survey design …","https://www.karger.com/Article/FullText/481796","https://scholar.google.com/scholar?q=related:Ie9PaukUb5UJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
11,"PM Kappeler, RA Palombit, JB Silk","The evolution of primate societies",2012,"","degruyter.com","https://www.degruyter.com/document/doi/10.7208/9780226531731/html","https://scholar.google.com/scholar?cites=15097735586593510964&as_sdt=2005&sciodt=0,5&hl=en",339,"2022-06-03 12:54:03","","10.7208/9780226531731","","",,,,,11,1.10,4,3,10,"… Propithecus candidus Silky sifaka Propithecus … sifaka Propithecus coquereli Coquerel’s sifaka Propithecus deckenii Decken’s sifaka Propithecus diadema Diademed sifaka Propithecus …","https://www.degruyter.com/document/doi/10.7208/9780226531731/pdf","https://scholar.google.com/scholar?q=related:NBauV4buhdEJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
12,"J Salmona, T Ralantoharijaona, IM Thani, ...","Daraina sportive lemur (Lepilemur milanoii) density and population size estimates in most of its distribution range: the Loky-Manambato region.",2014,"Lemur …","arca.igc.gulbenkian.pt","https://arca.igc.gulbenkian.pt/handle/10400.7/561","https://scholar.google.com/scholar?cites=14488093621242560645&as_sdt=2005&sciodt=0,5&hl=en",340,"2022-06-03 12:54:03","","","","",,,,,12,1.50,3,4,8,"… 18,000 estimated for the golden crowned sifaka (Propithecus tattersalli) which almost shares the same … New density estimates of a threatened sifaka species (Propithecus coquereli) in …","https://arca.igc.gulbenkian.pt/bitstream/10400.7/561/1/salmona_2014_DS_Lepilemur_Milanoii_Daraina.pdf","https://scholar.google.com/scholar?q=related:hQDEJmMMEMkJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
2,"S Buerki, R Portela Miguez","Museum collections are the key to studying lemurs' diet: gastrointestinal morphology of Cheirogaleus major",2018,"Systematics and Biodiversity","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/14772000.2018.1430708","https://scholar.google.com/scholar?cites=9250839015179865141&as_sdt=2005&sciodt=0,5&hl=en",341,"2022-06-03 12:54:03","","10.1080/14772000.2018.1430708","","",,,,,2,0.50,1,2,4,"This study reports the first description of the gastrointestinal (GIT) morphology of a lemur species (Cheirogaleus major É. Geoffroy, 1812) of the family Cheirogaleidae using a museum …","","https://scholar.google.com/scholar?q=related:NcwePhKVYYAJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
33,"SR Tecot, AL Baden, N Romine, JM Kamilar","Reproductive strategies and infant care in the Malagasy primates",2013,"Building babies","Springer","https://link.springer.com/chapter/10.1007/978-1-4614-4060-4_15","https://scholar.google.com/scholar?cites=7824463659237256381&as_sdt=2005&sciodt=0,5&hl=en",342,"2022-06-03 12:54:03","","10.1007/978-1-4614-4060-4_15","","",,,,,33,3.67,8,4,9,"… Zimmerman, personal communication), but perhaps also in some non-nesting Propithecus species (eg, P. coquereli: Grieser 1992; Bastian and Brockman 2007) and Lemur catta (L. …","https://www.academia.edu/download/30618380/Tecot_etal2012_BuildingBabies.pdf","https://scholar.google.com/scholar?q=related:vSzKBj4UlmwJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"EA MacDonald, E Fernandez-Duque, S Evans, ...","Sex, Age and Family differences in the chemical composition of owl monkey 2",,"sas.upenn.edu","","http://www.sas.upenn.edu/~eduardof/Publications/MacDonald%20et%20al%20owl%20monkey%20scent%20glands,%20AJP%20in%20press.pdf","",343,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,4,,"… ] and some lemur species (Lemur catta and Propithecus verreauxi coquereli) deposit scent marks that allow them to identify species, sex, and reproductive status [Hayes et al., 2004]. …","http://www.sas.upenn.edu/~eduardof/Publications/MacDonald%20et%20al%20owl%20monkey%20scent%20glands,%20AJP%20in%20press.pdf","https://scholar.google.com/scholar?q=related:itg_P2P3GpQJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
6,"T Kon, T Furukawa","Origin and evolution of the Rax homeobox gene by comprehensive evolutionary analysis",2020,"FEBS Open Bio","Wiley Online Library","https://febs.onlinelibrary.wiley.com/doi/abs/10.1002/2211-5463.12832","https://scholar.google.com/scholar?cites=12193207094685149108&as_sdt=2005&sciodt=0,5&hl=en",344,"2022-06-03 12:54:03","","10.1002/2211-5463.12832","","",,,,,6,3.00,3,2,2,"Rax is one of the key transcription factors crucial for vertebrate eye development. In this study, we conducted comprehensive evolutionary analysis of Rax. We found that Bilateria and …","https://febs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/2211-5463.12832","https://scholar.google.com/scholar?q=related:tCd7D0D5NqkJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
24,"A Jolly","Lemur survival",1986,"Primates","Springer","https://link.springer.com/chapter/10.1007/978-1-4612-4918-4_7","https://scholar.google.com/scholar?cites=13050189453243707031&as_sdt=2005&sciodt=0,5&hl=en",345,"2022-06-03 12:54:03","","10.1007/978-1-4612-4918-4_7","","",,,,,24,0.67,24,1,36,"… In Madagascar, white sifaka (Propithecus verreauxz) and Lepilemur species live in the spiny desert, apparently obtaining all their water from dew and the leaves they eat. Madagascar …","","https://scholar.google.com/scholar?q=related:l-4jNCqWG7UJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
83,"G Garcia, SM Goodman","Hunting of protected animals in the Parc National d'Ankarafantsika, north-western Madagascar",2003,"Oryx","cambridge.org","https://www.cambridge.org/core/journals/oryx/article/hunting-of-protected-animals-in-the-parc-national-dankarafantsika-northwestern-madagascar/E67F7C0CA768AEA1F433616103B53CDF","https://scholar.google.com/scholar?cites=17311580870395199984&as_sdt=2005&sciodt=0,5&hl=en",346,"2022-06-03 12:54:03","","","","",,,,,83,4.37,42,2,19,"… Eulemur fulvus and Propithecus verreauxi were the most abundant, each with a MNI of 12. On the basis of tooth eruption and wear, and bone ossification, all P. verreauxi and 11 of the …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E67F7C0CA768AEA1F433616103B53CDF/S0030605303000206a.pdf/div-class-title-hunting-of-protected-animals-in-the-parc-national-d-ankarafantsika-north-western-madagascar-div.pdf","https://scholar.google.com/scholar?q=related:8IFauBQXP_AJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
